# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 28 09:08:31 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr in [0.1,1]
# CONSTRAINT:  and pl_radestr in [0.5,3]
# CONSTRAINT:  and st_massstr in [0.1,1])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-295 c,Kepler-295,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,21.52629580,0.00016100,-0.00016100,0,0.140800,,,0,1.360,0.310,-0.180,0,,,,,,,,,,,,,,0.000000,,,0,35.03,23.86,-11.51,0,621,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5607.00,152.00,-152.00,0,0.89,0.20,-0.12,0,0.80,0.12,-0.06,0,-0.340,0.300,-0.300,0,[Fe/H],4.45,0.11,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m23.00s,285.3458383,+45d22m03.99s,45.3677754,1699.1900000,73.3200000,-67.6100000,14.6310000,0.1370000,-0.1370000,12.7170000,0.0280000,-0.0280000,14.4325000,0.0002960,-0.0002960,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-295 c,Kepler-295,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,21.52625690,0.00018840,-0.00018840,0,0.140800,,,0,1.200,0.530,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,35.03,46.61,-10.84,0,620,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5607.00,166.00,-138.00,0,0.89,0.39,-0.11,0,0.80,0.14,-0.06,0,-0.340,0.360,-0.240,0,[Fe/H],4.45,0.10,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m23.00s,285.3458383,+45d22m03.99s,45.3677754,1699.1900000,73.3200000,-67.6100000,14.6310000,0.1370000,-0.1370000,12.7170000,0.0280000,-0.0280000,14.4325000,0.0002960,-0.0002960,2015-08-25,2015-09-24,2015-08-25
Kepler-295 c,Kepler-295,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,21.52625690,0.00018840,-0.00018840,0,0.140800,,,0,1.200,0.530,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,35.03,46.61,-10.84,0,620,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5607.00,166.00,-138.00,0,0.89,0.39,-0.11,0,0.80,0.14,-0.06,0,-0.340,0.360,-0.240,0,[Fe/H],4.45,0.10,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m23.00s,285.3458383,+45d22m03.99s,45.3677754,1699.1900000,73.3200000,-67.6100000,14.6310000,0.1370000,-0.1370000,12.7170000,0.0280000,-0.0280000,14.4325000,0.0002960,-0.0002960,2014-11-21,2014-12-18,2014-11-21
Kepler-295 c,Kepler-295,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,21.52625690,0.00018840,-0.00018840,0,0.140800,,,0,1.200,0.530,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,35.03,46.61,-10.84,0,620,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5607.00,166.00,-138.00,0,0.89,0.39,-0.11,0,0.80,0.14,-0.06,0,-0.340,0.360,-0.240,0,[Fe/H],4.45,0.10,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m23.00s,285.3458383,+45d22m03.99s,45.3677754,1699.1900000,73.3200000,-67.6100000,14.6310000,0.1370000,-0.1370000,12.7170000,0.0280000,-0.0280000,14.4325000,0.0002960,-0.0002960,2014-11-18,2014-12-04,2014-11-18
Kepler-295 d,Kepler-295,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,33.88458250,0.00038640,-0.00038640,0,0.190500,,,0,1.740,0.400,-0.240,0,,,,,,,,,,,,,,0.000000,,,0,19.13,13.04,-6.28,0,533,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5607.00,152.00,-152.00,0,0.89,0.20,-0.12,0,0.80,0.12,-0.06,0,-0.340,0.300,-0.300,0,[Fe/H],4.45,0.11,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m23.00s,285.3458383,+45d22m03.99s,45.3677754,1699.1900000,73.3200000,-67.6100000,14.6310000,0.1370000,-0.1370000,12.7170000,0.0280000,-0.0280000,14.4325000,0.0002960,-0.0002960,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-332 c,Kepler-332,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,15.99561140,0.00010170,-0.00010170,0,0.115500,,,0,1.300,1.470,-0.140,0,,,,,,,,,,,,,,0.000000,,,0,34.74,145.97,-9.90,0,619,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5141.00,170.00,-142.00,0,0.86,0.98,-0.09,0,0.80,0.14,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.47,0.09,-0.63,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.1900000,1.8170000,-1.7990000,14.2430000,0.1030000,-0.1030000,11.9740000,0.0180000,-0.0180000,14.0025000,0.0003410,-0.0003410,2015-08-25,2015-09-24,2015-08-25
Kepler-332 c,Kepler-332,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,15.99561140,0.00010170,-0.00010170,0,0.115500,,,0,1.300,1.470,-0.140,0,,,,,,,,,,,,,,0.000000,,,0,34.74,145.97,-9.90,0,619,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5141.00,170.00,-142.00,0,0.86,0.98,-0.09,0,0.80,0.14,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.47,0.09,-0.63,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.1900000,1.8170000,-1.7990000,14.2430000,0.1030000,-0.1030000,11.9740000,0.0180000,-0.0180000,14.0025000,0.0003410,-0.0003410,2014-11-18,2014-12-04,2014-11-18
Kepler-332 c,Kepler-332,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,15.99561140,0.00010170,-0.00010170,0,0.115500,,,0,1.300,1.470,-0.140,0,,,,,,,,,,,,,,0.000000,,,0,34.74,145.97,-9.90,0,619,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5141.00,170.00,-142.00,0,0.86,0.98,-0.09,0,0.80,0.14,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.47,0.09,-0.63,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.1900000,1.8170000,-1.7990000,14.2430000,0.1030000,-0.1030000,11.9740000,0.0180000,-0.0180000,14.0025000,0.0003410,-0.0003410,2014-11-21,2014-12-18,2014-11-21
Kepler-332 d,Kepler-332,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,34.21130540,0.00031460,-0.00031460,0,0.191700,,,0,1.410,1.600,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,12.61,52.99,-3.59,0,481,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5141.00,170.00,-142.00,0,0.86,0.98,-0.09,0,0.80,0.14,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.47,0.09,-0.63,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.1900000,1.8170000,-1.7990000,14.2430000,0.1030000,-0.1030000,11.9740000,0.0180000,-0.0180000,14.0025000,0.0003410,-0.0003410,2014-11-18,2014-12-04,2014-11-18
Kepler-332 d,Kepler-332,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,34.21130540,0.00031460,-0.00031460,0,0.191700,,,0,1.410,1.600,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,12.61,52.99,-3.59,0,481,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5141.00,170.00,-142.00,0,0.86,0.98,-0.09,0,0.80,0.14,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.47,0.09,-0.63,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.1900000,1.8170000,-1.7990000,14.2430000,0.1030000,-0.1030000,11.9740000,0.0180000,-0.0180000,14.0025000,0.0003410,-0.0003410,2015-08-25,2015-09-24,2015-08-25
Kepler-332 d,Kepler-332,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,34.21130540,0.00031460,-0.00031460,0,0.191700,,,0,1.410,1.600,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,12.61,52.99,-3.59,0,481,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5141.00,170.00,-142.00,0,0.86,0.98,-0.09,0,0.80,0.14,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.47,0.09,-0.63,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.1900000,1.8170000,-1.7990000,14.2430000,0.1030000,-0.1030000,11.9740000,0.0180000,-0.0180000,14.0025000,0.0003410,-0.0003410,2014-11-21,2014-12-18,2014-11-21
Kepler-352 c,Kepler-352,0,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,16.33269981,0.00007767,-0.00007767,0,0.116800,,,0,1.610,0.110,-0.090,0,,,,,,,,,,,,,,0.000000,,,0,28.76,6.94,-4.95,0,591,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5208.00,103.00,-103.00,0,0.77,0.06,-0.04,0,0.80,0.05,-0.05,0,-0.140,0.150,-0.150,0,[Fe/H],4.56,0.04,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h59m35.19s,299.8966237,+46d03m06.85s,46.0519022,252.7330000,1.3990000,-1.3830000,13.1420000,0.1140000,-0.1140000,11.1320000,0.0220000,-0.0220000,12.9561000,0.0009370,-0.0009370,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-37 c,Kepler-37,0,1,4,Transit,2013,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,21.30199109,0.00005432,-0.00005432,0,0.139800,,,0,0.710,0.020,-0.030,0,,,,,,,,,,,,,,0.000000,,,0,23.50,3.03,-2.75,0,562,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5417.00,75.00,-75.00,0,0.77,0.03,-0.03,0,0.80,0.07,-0.07,0,-0.320,0.070,-0.070,0,[Fe/H],4.57,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,0.1196000,-0.1191000,9.7700010,0.0040000,-0.0040000,7.9420000,0.0130000,-0.0130000,9.5498800,0.0002580,-0.0002580,2014-11-18,2014-12-04,2014-11-18
Kepler-37 c,Kepler-37,0,1,4,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,21.30199109,0.00005432,-0.00005432,0,0.139800,,,0,0.710,0.020,-0.030,0,,,,,,,,,,,,,,0.000000,,,0,23.50,3.03,-2.75,0,562,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5417.00,75.00,-75.00,0,0.77,0.03,-0.03,0,0.80,0.07,-0.07,0,-0.320,0.070,-0.070,0,[Fe/H],4.57,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,0.1196000,-0.1191000,9.7700010,0.0040000,-0.0040000,7.9420000,0.0130000,-0.0130000,9.5498800,0.0002580,-0.0002580,2015-08-25,2015-09-24,2015-08-25
Kepler-37 c,Kepler-37,0,1,4,Transit,2013,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,21.30199109,0.00005432,-0.00005432,0,0.139800,,,0,0.710,0.020,-0.030,0,,,,,,,,,,,,,,0.000000,,,0,23.50,3.03,-2.75,0,562,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5417.00,75.00,-75.00,0,0.77,0.03,-0.03,0,0.80,0.07,-0.07,0,-0.320,0.070,-0.070,0,[Fe/H],4.57,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,0.1196000,-0.1191000,9.7700010,0.0040000,-0.0040000,7.9420000,0.0130000,-0.0130000,9.5498800,0.0002580,-0.0002580,2014-11-21,2014-12-18,2014-11-21
Kepler-37 c,Kepler-37,0,1,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.494..452B/abstract target=ref> Barclay et al. 2013 </a>,21.30188600,0.00004600,-0.00004400,0,0.136800,0.001100,-0.001400,0,0.742,0.065,-0.083,0,0.066,0.006,-0.007,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.494..452B/abstract target=ref> Barclay et al. 2013 </a>,,5417.00,75.00,-75.00,0,0.77,0.03,-0.03,0,0.80,0.07,-0.07,0,-0.320,0.070,-0.070,0,[m/H],4.57,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,0.1196000,-0.1191000,9.7700010,0.0040000,-0.0040000,7.9420000,0.0130000,-0.0130000,9.5498800,0.0002580,-0.0002580,2016-10-26,2013-02,2014-05-14
